FID,state,division_id,division_name,polling_place_id,polling_place_type_id,polling_place_name,premises_name,premises_address_1,premises_address_2,premises_address_3,premises_suburb,premises_state_abbreviation,premises_post_code,latitude,longitude,the_geom
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2978,NSW,135,New England,83197,5,Glen Innes PPVC,178 Grey St,,,,GLEN INNES,NSW,2370,-29.7405596,151.7352298,POINT (-29.7405596 151.7352298)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2977,NSW,135,New England,1941,1,Glen Innes West,Cameron Memorial Hall,72-76 Macquarie St,,,GLEN INNES,NSW,2370,-29.7379068,151.7295387,POINT (-29.7379068 151.7295387)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2976,NSW,135,New England,1107,1,Gundy,Gundy Soldiers Memorial Hall,10 Duke St,,,GUNDY,NSW,2337,-32.0142622,150.9990764,POINT (-32.0142622 150.9990764)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2975,NSW,135,New England,1944,1,Guyra,Guyra Central School,27 Marne St,,,GUYRA,NSW,2365,-30.2225,151.676,POINT (-30.2225 151.676)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2974,NSW,135,New England,1947,1,Hillvue,Tamworth Southside Uniting Church,440 Goonoo Goonoo Rd,,,TAMWORTH,NSW,2340,-31.1272456,150.9247104,POINT (-31.1272456 150.9247104)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2973,NSW,135,New England,38334,1,Hillvue West,Mary Help of Christians Hall,72 Hillvue Rd,,,SOUTH TAMWORTH,NSW,2340,-31.114202,150.908466,POINT (-31.114202 150.908466)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2972,NSW,135,New England,1949,1,Inverell,Inverell Town Hall,Otho St,,,INVERELL,NSW,2360,-29.776158,151.113421,POINT (-29.776158 151.113421)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2971,NSW,135,New England,1950,1,Inverell East,Inverell Public School,22-30 Wood St,,,INVERELL,NSW,2360,-29.7731886,151.1221498,POINT (-29.7731886 151.1221498)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2970,NSW,135,New England,33754,5,Inverell PPVC,Inverell Town Hall,144 Otho Street,,,INVERELL,NSW,2360,-29.7764413,151.1141017,POINT (-29.7764413 151.1141017)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-296f,NSW,135,New England,1953,1,Kentucky,Kentucky Memorial Hall,44 Noalimba Ave,,,KENTUCKY,NSW,2354,-30.7611614,151.4492154,POINT (-30.7611614 151.4492154)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-296e,NSW,135,New England,1954,1,Kingstown,Kingstown Community Hall,Kingstown Rd,,,KINGSTOWN,NSW,2358,-30.5073827,151.1149288,POINT (-30.5073827 151.1149288)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-296d,NSW,135,New England,1955,1,Kootingal,Kootingal Public School,Denman Ave,,,KOOTINGAL,NSW,2352,-31.0541,151.054,POINT (-31.0541 151.054)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-296c,NSW,135,New England,2095,1,Legume,Legume Hall,Acacia St,,,LEGUME,NSW,2476,-28.40601,152.3068571,POINT (-28.40601 152.3068571)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-296b,NSW,135,New England,2096,1,Liston,Liston Hall,14 Stanthorpe St,,,LISTON,NSW,2372,-28.6469,152.085,POINT (-28.6469 152.085)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-296a,NSW,135,New England,1958,1,Loomberah,Loomberah Hall,1 Monteray Rd,,,LOOMBERAH,NSW,2340,-31.2349851,151.0205212,POINT (-31.2349851 151.0205212)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2969,NSW,135,New England,1917,1,Madgwick,Wright Centre,Abbott Rd,,,UNIVERSITY OF NEW ENGLAND,NSW,2351,-30.4961473,151.6407546,POINT (-30.4961473 151.6407546)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2968,NSW,135,New England,1118,1,Manilla,Manilla Small Town Hall,Manilla St,,,MANILLA,NSW,2346,-30.7464,150.72,POINT (-30.7464 150.72)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2967,NSW,135,New England,1393,1,Merriwa,Merriwa School of Arts,Bow St,,,MERRIWA,NSW,2329,-32.1415,150.353,POINT (-32.1415 150.353)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2966,NSW,135,New England,1960,1,Mingoola,Mingoola Public School,16 Mingoola School Rd,,,MINGOOLA,NSW,2372,-29.0052308,151.542439,POINT (-29.0052308 151.542439)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2965,NSW,135,New England,1961,1,Moonbi,Moonbi Public School,24-42 Charles St,,,MOONBI,NSW,2353,-31.0189618,151.0747725,POINT (-31.0189618 151.0747725)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2964,NSW,135,New England,1962,1,Moore Creek,Moore Creek Fire Shed,1019 Upper Moore Creek Rd,,,MOORE CREEK,NSW,2340,-30.995076,150.9219087,POINT (-30.995076 150.9219087)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2963,NSW,135,New England,1130,1,Murrurundi,Murrurundi C.W.A. Rooms,109 Mayne St,,,MURRURUNDI,NSW,2338,-31.7643516,150.8352792,POINT (-31.7643516 150.8352792)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2962,NSW,135,New England,81302,5,Muswellbrook NEW ENGLAND PPVC,3/77-85 Bridge St,,,,MUSWELLBROOK,NSW,2333,-32.2623668,150.8894256,POINT (-32.2623668 150.8894256)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2961,NSW,135,New England,1964,1,Nemingha,Nemingha Public School,145 Nundle Rd,,,NEMINGHA,NSW,2340,-31.1271941,151.0042734,POINT (-31.1271941 151.0042734)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2960,NSW,135,New England,1914,1,Newling,Newling Public School,80 Chapel St,,,ARMIDALE,NSW,2350,-30.5231,151.677,POINT (-30.5231 151.677)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-295f,NSW,135,New England,1965,1,Niangala,Niangala Public School,Foster St,,,NIANGALA,NSW,2354,-31.298,151.408,POINT (-31.298 151.408)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-295e,NSW,135,New England,1966,1,Nowendoc,Nowendoc Memorial Hall,870 Nowendoc Rd,,,NOWENDOC,NSW,2354,-31.5140323,151.7163777,POINT (-31.5140323 151.7163777)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-295d,NSW,135,New England,1968,1,Nundle,Nundle Public School,93-97 Jenkins St,,,NUNDLE,NSW,2340,-31.4599,151.127,POINT (-31.4599 151.127)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-295c,NSW,135,New England,1970,1,Oxley Vale,Oxley Vale Public School,155 Manilla Rd,,,OXLEY VALE,NSW,2340,-31.059,150.895,POINT (-31.059 150.895)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-295b,NSW,135,New England,1971,1,Peel West,Peel High School,88 Gunnedah Rd,,,WEST TAMWORTH,NSW,2340,-31.1,150.893,POINT (-31.1 150.893)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-295a,NSW,135,New England,1144,1,Quirindi,Quirindi High School,113 Hill St,,,QUIRINDI,NSW,2343,-31.5018,150.68,POINT (-31.5018 150.68)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2959,NSW,135,New England,1972,1,Red Range,Red Range Public School,40 Grafton St,,,RED RANGE,NSW,2370,-29.7773036,151.8946123,POINT (-29.7773036 151.8946123)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2958,NSW,135,New England,1973,1,Rocky River,Rocky River Public School,354 Thunderbolts Way,,,ROCKY RIVER,NSW,2358,-30.6130803,151.4914677,POINT (-30.6130803 151.4914677)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2957,NSW,135,New England,1974,1,Ross Hill,Ross Hill Public School,16 Andrew St,,,INVERELL,NSW,2360,-29.7708,151.103,POINT (-29.7708 151.103)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2956,NSW,135,New England,1146,1,Scone,Scone Public School,82-98 Liverpool St,,,SCONE,NSW,2337,-32.0494367,150.8638438,POINT (-32.0494367 150.8638438)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2955,NSW,135,New England,1148,1,Scone East,Scone Senior Citizens Centre,Oxford Rd,,,SCONE,NSW,2337,-32.0501,150.874,POINT (-32.0501 150.874)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2954,NSW,135,New England,1147,1,Scone South,Scone High School,Gundy Rd,,,SCONE,NSW,2337,-32.0561859,150.8712771,POINT (-32.0561859 150.8712771)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2953,NSW,135,New England,1975,1,Somerton,Somerton Public School,Milkmaid St,,,SOMERTON,NSW,2340,-30.9384,150.642,POINT (-30.9384 150.642)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2952,NSW,135,New England,38193,2,Special Hospital Team 1,Multiple sites,,,,,NSW,,,,
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2951,NSW,135,New England,38194,2,Special Hospital Team 2,Multiple sites,,,,,NSW,,,,
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2950,NSW,135,New England,38195,2,Special Hospital Team 3,Multiple sites,,,,,NSW,,,,
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-294f,NSW,135,New England,46622,2,Special Hospital Team 4,Multiple sites,,,,,NSW,,,,
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-294e,NSW,135,New England,82550,2,Special Hospital Team 5,Multiple sites,,,,,NSW,,,,
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-294d,NSW,135,New England,1149,1,Spring Ridge,Spring Ridge Community Hall,Darby Rd,,,SPRING RIDGE,NSW,2343,-31.396267,150.2440618,POINT (-31.396267 150.2440618)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-294c,NSW,135,New England,14131,1,Sydney (New England),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.8730501,151.2064528,POINT (-33.8730501 151.2064528)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-294b,NSW,135,New England,1977,1,Tamworth,Tamworth Community Centre,Darling St,,,TAMWORTH,NSW,2340,-31.0854243,150.9285586,POINT (-31.0854243 150.9285586)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-294a,NSW,135,New England,46486,1,Tamworth Coledale,Coledale Community Centre,2B Kenny Dr,,,WEST TAMWORTH,NSW,2340,-31.1105102,150.8954636,POINT (-31.1105102 150.8954636)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2949,NSW,135,New England,1980,1,Tamworth East,Calrossy Anglican School,140 Brisbane St,,,TAMWORTH,NSW,2340,-31.0831323,150.9375526,POINT (-31.0831323 150.9375526)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2948,NSW,135,New England,34947,1,Tamworth North,McCarthy Catholic College,2-62 Tribe St,,,NORTH TAMWORTH,NSW,2340,-31.0719765,150.9185457,POINT (-31.0719765 150.9185457)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2947,NSW,135,New England,33755,5,Tamworth PPVC,358 Peel St,,,,TAMWORTH,NSW,2340,-31.092748,150.9320334,POINT (-31.092748 150.9320334)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2946,NSW,135,New England,1978,1,Tamworth South,Tamworth High School,Willis St,,,SOUTH TAMWORTH,NSW,2340,-31.1045,150.917,POINT (-31.1045 150.917)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2945,NSW,135,New England,1981,1,Tamworth West,Tamworth West Public School,65 Bridge St,,,WEST TAMWORTH,NSW,2340,-31.092,150.921,POINT (-31.092 150.921)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2944,NSW,135,New England,1983,1,Tenterfield,Tenterfield Memorial Hall,96 Molesworth St,,,TENTERFIELD,NSW,2372,-29.0512464,152.01901,POINT (-29.0512464 152.01901)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2943,NSW,135,New England,65440,5,Tenterfield PPVC,Tenterfield Memorial Hall,96 Molesworth St,,,TENTERFIELD,NSW,2372,-29.0503855,152.0187522,POINT (-29.0503855 152.0187522)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2942,NSW,135,New England,1985,1,Timbumburi,Timbumburi Public School,542 Kia Ora Lane,,,TIMBUMBURI,NSW,2340,-31.2037,150.916,POINT (-31.2037 150.916)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2941,NSW,135,New England,1986,1,Tingha,Tingha Public School,54 Ruby St,,,TINGHA,NSW,2369,-29.9584202,151.2134837,POINT (-29.9584202 151.2134837)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2940,NSW,135,New England,1156,1,Upper Horton,Upper Horton Hall,Cobbadah St,,,UPPER HORTON,NSW,2347,-30.1408,150.444,POINT (-30.1408 150.444)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-293f,NSW,135,New England,1988,1,Uralla,Uralla Central School,24 Park St,,,URALLA,NSW,2358,-30.6418998,151.4946628,POINT (-30.6418998 151.4946628)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-293e,NSW,135,New England,2126,1,Urbenville,Urbenville Public School,Welch St,,,URBENVILLE,NSW,2475,-28.4733,152.545,POINT (-28.4733 152.545)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-293d,NSW,135,New England,1989,1,Walcha,Walcha Central School,154 North St E,,,WALCHA,NSW,2354,-30.9802871,151.6033968,POINT (-30.9802871 151.6033968)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-293c,NSW,135,New England,1162,1,Wallabadah,Wallabadah Public School,30 Martyn St,,,WALLABADAH,NSW,2343,-31.540796,150.8281404,POINT (-31.540796 150.8281404)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-293b,NSW,135,New England,1166,1,Werris Creek,Werris Creek Public School,68 Dewhurst St,,,WERRIS CREEK,NSW,2341,-31.3492,150.651,POINT (-31.3492 150.651)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-293a,NSW,135,New England,1990,1,Westdale,Westdale Public School,Gunnedah Rd,,,WESTDALE,NSW,2340,-31.0945,150.873,POINT (-31.0945 150.873)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2939,NSW,135,New England,1169,1,Willow Tree,Willow Tree Community Hall,1266 Manilla  Rd,,,WILLOW TREE,NSW,2339,-31.6452454,150.7261717,POINT (-31.6452454 150.7261717)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2938,NSW,135,New England,1167,1,Wingen,Wingen School of Arts,14 Madeline St,,,WINGEN,NSW,2337,-31.8938097,150.8795035,POINT (-31.8938097 150.8795035)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2937,NSW,135,New England,1991,1,Wollomombi,Chandler Public School,4075 Grafton Rd,,,WOLLOMOMBI,NSW,2350,-30.5175911,152.0540444,POINT (-30.5175911 152.0540444)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2936,NSW,135,New England,1993,1,Woolbrook,Woolbrook Public School,Church St,,,WOOLBROOK,NSW,2354,-30.9695,151.342,POINT (-30.9695 151.342)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2935,NSW,135,New England,1994,1,Woolomin,Woolomin Public School,Frederick St,,,WOOLOMIN,NSW,2340,-31.3018734,151.1484895,POINT (-31.3018734 151.1484895)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2934,NSW,135,New England,1996,1,Yarrowitch,Yarrowitch Public School,Chandlers Rd,,,YARROWITCH,NSW,2354,-31.250798,151.9482403,POINT (-31.250798 151.9482403)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2933,NSW,135,New England,1172,1,Yetman,Yetman Hall,Warialda St,,,YETMAN,NSW,2410,-28.9008756,150.7749832,POINT (-28.9008756 150.7749832)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2932,NSW,136,Newcastle,2680,1,Adamstown Heights (Newcastle),Kotara High School,65 Lexington Pde,,,ADAMSTOWN HEIGHTS,NSW,2289,-32.9464,151.707,POINT (-32.9464 151.707)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2931,NSW,136,Newcastle,2681,1,Adamstown North,Adamstown Senior Citizens Centre,153A Brunker Rd,,,ADAMSTOWN,NSW,2289,-32.931127,151.728308,POINT (-32.931127 151.728308)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2930,NSW,136,Newcastle,2710,1,Adamstown South,St Columba's Parish Hall,Lockyer St,,,ADAMSTOWN,NSW,2289,-32.937316,151.726387,POINT (-32.937316 151.726387)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-292f,NSW,136,Newcastle,1861,1,Beaumont Park,Hamilton South Community Centre,29 Fowler St,,,HAMILTON SOUTH,NSW,2303,-32.9353,151.739,POINT (-32.9353 151.739)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-292e,NSW,136,Newcastle,1863,1,Birmingham Gardens North,Our Lady of Victories Primary School,15 Lovell Pde,,,SHORTLAND,NSW,2307,-32.8894708,151.6945624,POINT (-32.8894708 151.6945624)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-292d,NSW,136,Newcastle,65533,5,BLV Newcastle PPVC,BLV Newcastle,304/28 Smart St,,,CHARLESTOWN,NSW,2290,-32.9635037,151.6958026,POINT (-32.9635037 151.6958026)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-292c,NSW,136,Newcastle,335,1,Cardiff Heights (Newcastle),Cardiff Heights Baptist Church,35 Main Rd,,,CARDIFF HEIGHTS,NSW,2285,-32.9377159,151.6830912,POINT (-32.9377159 151.6830912)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-292b,NSW,136,Newcastle,1865,1,Carrington,Carrington Public School,88 Young St,,,CARRINGTON,NSW,2294,-32.9122,151.765,POINT (-32.9122 151.765)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-292a,NSW,136,Newcastle,65201,5,Charlestown NEWCASTLE PPVC,29 Smith St,,,,CHARLESTOWN,NSW,2290,-32.965,151.685,POINT (-32.965 151.685)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2929,NSW,136,Newcastle,1866,1,Cooks Hill,WEA Hunter Laman Street,100 Laman St,,,COOKS HILL,NSW,2300,-32.929263,151.768023,POINT (-32.929263 151.768023)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2928,NSW,136,Newcastle,1867,1,Cooks Hill South,St John's Anglican Church Hall Cooks Hill,109 Dawson St,,,COOKS HILL,NSW,2300,-32.9338,151.768,POINT (-32.9338 151.768)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2927,NSW,136,Newcastle,30127,5,Divisional Office (PREPOLL),Divisional Office,304/28 Smart St,,,CHARLESTOWN,NSW,2290,-32.924199,151.748403,POINT (-32.924199 151.748403)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2926,NSW,136,Newcastle,1869,1,Elermore Vale (Newcastle),Elermore Vale Public School,Jubilee Rd,,,ELERMORE VALE,NSW,2287,-32.9149,151.666,POINT (-32.9149 151.666)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2925,NSW,136,Newcastle,1871,1,Georgetown,St Matthew's Anglican Church Hall Georgetown,7 Wentworth St,,,GEORGETOWN,NSW,2298,-32.9079407,151.7303967,POINT (-32.9079407 151.7303967)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2924,NSW,136,Newcastle,34361,1,Glendore,Glendore Public School,295 Maryland Dr,,,MARYLAND,NSW,2287,-32.8737,151.651,POINT (-32.8737 151.651)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2923,NSW,136,Newcastle,1872,1,Hamilton,Hamilton Public School,cnr Steel St & Tudor St,,,HAMILTON,NSW,2303,-32.924,151.744,POINT (-32.924 151.744)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2922,NSW,136,Newcastle,83432,1,Hamilton Central,Scots Kirk Hall Hamilton,21 Murray St,,,HAMILTON,NSW,2303,-32.9238,151.748,POINT (-32.9238 151.748)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2921,NSW,136,Newcastle,1864,1,Hamilton North,Hamilton North Public School,30 Jackson St,,,HAMILTON NORTH,NSW,2292,-32.917469,151.734085,POINT (-32.917469 151.734085)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2920,NSW,136,Newcastle,1875,1,Hamilton South,Hamilton South Public School,96-98 Kenrick St,,,MEREWETHER,NSW,2291,-32.9341,151.754,POINT (-32.9341 151.754)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-291f,NSW,136,Newcastle,1877,1,Islington,Islington Public School,17 Hubbard St,,,ISLINGTON,NSW,2296,-32.9115,151.744,POINT (-32.9115 151.744)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-291e,NSW,136,Newcastle,1879,1,Jesmond North,Callaghan College Jesmond Senior Campus,24 Janet St,,,JESMOND,NSW,2299,-32.9015303,151.6959716,POINT (-32.9015303 151.6959716)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-291d,NSW,136,Newcastle,2703,1,Kotara East,New Lambton Uniting Church Hall,12 Grinsell St,,,KOTARA,NSW,2289,-32.9381045,151.705971,POINT (-32.9381045 151.705971)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-291c,NSW,136,Newcastle,2705,1,Kotara South (Newcastle),Kotara South Public School,150 Rae Cres,,,KOTARA,NSW,2289,-32.945909,151.694912,POINT (-32.945909 151.694912)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-291b,NSW,136,Newcastle,1880,1,Lambton,St John The Baptist Anglican Church Hall Lambton,18 Morehead St,,,LAMBTON,NSW,2299,-32.9147,151.709,POINT (-32.9147 151.709)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-291a,NSW,136,Newcastle,1881,1,Lambton East,Lambton High School,15 Young Rd,,,LAMBTON,NSW,2299,-32.9175,151.722,POINT (-32.9175 151.722)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2919,NSW,136,Newcastle,1883,1,Maryland,Maryland Public School,41 John T Bell Dr,,,MARYLAND,NSW,2287,-32.882,151.659,POINT (-32.882 151.659)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2918,NSW,136,Newcastle,1885,1,Mayfield,St Andrew's Anglican Church Hall Mayfield,31A Church St,,,MAYFIELD,NSW,2304,-32.8980225,151.7414935,POINT (-32.8980225 151.7414935)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2917,NSW,136,Newcastle,1886,1,Mayfield East,Mayfield East Public School,32 Crebert St,,,MAYFIELD EAST,NSW,2304,-32.8959,151.748,POINT (-32.8959 151.748)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2916,NSW,136,Newcastle,1887,1,Mayfield South,Mayfield Presbyterian Church Hall,cnr Hanbury St & Macquarie St,,,MAYFIELD,NSW,2304,-32.9,151.734,POINT (-32.9 151.734)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2915,NSW,136,Newcastle,1888,1,Mayfield West,Mayfield West Public School,7 Gregson Ave,,,MAYFIELD WEST,NSW,2304,-32.8886207,151.7296696,POINT (-32.8886207 151.7296696)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2914,NSW,136,Newcastle,2707,1,Merewether,Merewether Uniting Church Hall,180 Glebe Rd,,,MEREWETHER,NSW,2291,-32.9378,151.752,POINT (-32.9378 151.752)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2913,NSW,136,Newcastle,2708,1,Merewether Heights,Merewether Heights Public School,156 Scenic Dr,,,MEREWETHER HEIGHTS,NSW,2291,-32.9469,151.739,POINT (-32.9469 151.739)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2912,NSW,136,Newcastle,2709,1,Merewether South,The Holy Family Centre,29 Ridge St,,,MEREWETHER,NSW,2291,-32.9484767,151.7541281,POINT (-32.9484767 151.7541281)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2911,NSW,136,Newcastle,361,1,Minmi,Minmi Progress Hall,96 Woodford St,,,MINMI,NSW,2287,-32.8794128,151.616256,POINT (-32.8794128 151.616256)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2910,NSW,136,Newcastle,1889,1,Newcastle City,Newcastle East Public School,48 Brown St,,,THE HILL,NSW,2300,-32.9304,151.777,POINT (-32.9304 151.777)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-290f,NSW,136,Newcastle,33789,5,Newcastle NEWCASTLE PPVC,259 King St,,,,NEWCASTLE,NSW,2300,-32.9272155,151.7795013,POINT (-32.9272155 151.7795013)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-290e,NSW,136,Newcastle,1882,1,New Lambton,St Therese's Catholic Primary School,14 Burke St,,,NEW LAMBTON,NSW,2305,-32.924906,151.7157519,POINT (-32.924906 151.7157519)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-290d,NSW,136,Newcastle,2712,1,New Lambton Central,All Saints Parish House New Lambton,cnr Cromwell St & Oxford St,,,NEW LAMBTON,NSW,2305,-32.9263433,151.7136245,POINT (-32.9263433 151.7136245)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-290c,NSW,136,Newcastle,2714,1,New Lambton South,New Lambton South Public School,45 St James Rd,,,NEW LAMBTON,NSW,2305,-32.9314303,151.7175065,POINT (-32.9314303 151.7175065)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-290b,NSW,136,Newcastle,1891,1,Pittown,St Patrick's Parish Hall,11 Macquarie St,,,WALLSEND,NSW,2287,-32.8996541,151.6636379,POINT (-32.8996541 151.6636379)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-290a,NSW,136,Newcastle,1892,1,Plattsburg,Callaghan College Wallsend Campus,80 Macquarie St,,,WALLSEND,NSW,2287,-32.8921027,151.6680192,POINT (-32.8921027 151.6680192)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2909,NSW,136,Newcastle,1894,1,Shortland,Shortland Public School,Sandgate Rd,,,SHORTLAND,NSW,2307,-32.8817314,151.6953455,POINT (-32.8817314 151.6953455)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2908,NSW,136,Newcastle,1906,1,Silver Ridge,Silver Ridge Community Hall,13 Iranda Gr,,,WALLSEND,NSW,2287,-32.9066147,151.6836811,POINT (-32.9066147 151.6836811)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2907,NSW,136,Newcastle,33606,2,Special Hospital Team 1,Multiple sites,,,,,NSW,,,,
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2906,NSW,136,Newcastle,82587,2,Special Hospital Team 2,Multiple sites,,,,,NSW,,,,
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2905,NSW,136,Newcastle,93498,2,Special Hospital Team 3,John Hunter Hospital,Lookout Rd,,,NEW LAMBTON HEIGHTS,NSW,2305,-32.9221412,151.6924596,POINT (-32.9221412 151.6924596)
